"name"|"Trapezoidal Grid"
"num_points"|1053|1404|1620|1863|2385|2628|2871|3195|3438|3762|4329|5667|6180|6720|7623|10331|11816|13247|13760|14906|15971|16781|17051|17321|17591|18320|18833|28810|29080|30091|30361|31399|33944|35873|36413|38234|38747|39503|40259|40853|42483|43023|58697|58967|59924|60881|62123|62393|63296|66284|67241|76398|81022|93507|94074|95247|98442|104496
"error"|14.80431579769664|17.741873229677154|12.737799610605414|6.019391458851136|10.64757742588086|7.143446865075877|3.929036002253611|3.7169392936929153|1.2544173492740855|0.8777584443913684|0.637403115230442|1.6556273390333704|0.7912321292990526|0.2321020215972284|0.4995709284038578|0.2184540490505153|0.5441286368726659|0.05712544029536765|0.19348374801129734|0.5644476376194194|0.36406506687445794|0.2945483257974784|0.21177307667871184|0.1214015631433456|0.251017586352473|0.11232285888861261|0.2615778394904569|0.19373942710857375|0.29834939487525103|0.2890881832028822|0.35937311349181383|0.315875376666119|0.18929470861768088|0.22540402248156133|0.1877282110495841|0.21300277669481357|0.1816466665102356|0.15923067795341003|0.15948531121196852|0.10030833945879696|0.12978988258451032|0.130775901546217|0.09853481144466483|0.11315904821450351|0.10774602638884646|0.09771916541803127|0.07340178479654573|0.08286260091734884|0.09081188155892764|0.0816296681313814|0.0742702077784345|0.07826275604995925|0.08694504955906578|0.05759339766741302|0.05162112426760874|0.04726030400472126|0.05337258499556194|0.057228519438635904

"name"|"Trapezoidal Grid (Rebalancing)"
"num_points"|1053|1404|1620|1863|2385|3027|3714|4434|5391|5670|5949|6540|7980|10310|11469|12351|16733|17573|19517|20354|20648|20999|21350|22529|27895|28228|28561|28894|30817|31168|40283|43810|44548|44872|47740|48658|49450|53016|54078|54843|55608|56373|62495|63332|64196|65033|65702|70218|71190|71514|71838|72162|73605|74280|74604|74928|76008|76710|77034|77358|78330|78654|78978|79302|127899
"error"|14.80431579769664|17.741873229677154|12.737799610605414|6.019391458851136|10.64757742588086|4.638547543205036|1.9876396870901372|1.5875851664935487|0.6428478277131234|0.6058352169201892|0.34789392173946865|0.1967600457670813|0.04132045141803949|0.17802636739691194|0.12460016390775787|0.18667171646307204|0.14760864781159147|0.11224402850283792|0.04188083258116048|0.05644576435770735|0.02371583769801896|0.05849067190422759|0.04555597277217671|0.054807038911567546|0.07635525299143578|0.09364544202337917|0.09113684187175855|0.11209927481664124|0.06921706544967171|0.07737188638168144|0.11424678593663755|0.08110882433996192|0.07244030966623477|0.06579035460987356|0.06640880460210233|0.05971429656484977|0.0565024742781363|0.0528839889975303|0.041086393111589986|0.035038594168859044|0.03227665174848238|0.027572493827601373|0.01601232758737163|0.011532490024026365|0.007754291361867058|0.014488903208449963|0.010693956884266215|0.0037775182397569414|0.003328573955705823|0.006173505592916413|0.00457333800988148|0.002556339254547997|0.0036629187447332037|0.00635850395469648|0.005259538194444673|0.0038137249846470675|0.014058279412169139|0.010203429777391377|0.009348845438810073|0.007759335278449855|0.006515702702176496|0.005099072404243936|0.0038935737606703115|0.003276307952810898|0.01488194258219175

"name"|"HighOrder Grid"
"num_points"|1053|1404|1620|1863|2385|2628|2871|3195|3438|3762|4329|5667|6180|6720|7623|10331|11816|13247|13760|14906|15971|16781|17051|17321|17591|18320|18833|28810|29080|30091|30361|31399|33944|35873|36413|38234|38747|39503|40259|40853|42483|43023|58697|58967|59924|60881|62123|62393|63296|66284|67241|76398|81022|93507|94074|95247|98442|104496
"error"|14.80431579769664|17.741873229677154|12.737799610605414|6.019391458851136|10.64757742588086|7.143446865075877|3.929036002253611|3.7169392936929153|1.2544173492740855|0.8777584443913684|0.637403115230442|1.6556273390333704|0.7912321292990526|0.2321020215972284|0.4995709284038578|0.2184540490505153|0.5441286368726659|0.05712544029536765|0.19348374801129734|0.5644476376194194|0.36406506687445794|0.2945483257974784|0.21177307667871184|0.1214015631433456|0.251017586352473|0.11232285888861261|0.2615778394904569|0.19373942710857375|0.29834939487525103|0.2890881832028822|0.35937311349181383|0.315875376666119|0.18929470861768088|0.22540402248156133|0.1877282110495841|0.21300277669481357|0.1816466665102356|0.15923067795341003|0.15948531121196852|0.10030833945879696|0.12978988258451032|0.130775901546217|0.09853481144466483|0.11315904821450351|0.10774602638884646|0.09771916541803127|0.07340178479654573|0.08286260091734884|0.09081188155892764|0.0816296681313814|0.0742702077784345|0.07826275604995925|0.08694504955906578|0.05759339766741302|0.05162112426760874|0.04726030400472126|0.05337258499556194|0.057228519438635904

"name"|"Simpson Grid (Balanced)"
"num_points"|1053|1485|1863|2349|3609|4095|4581|6039|6363|9573|10167|14801|17693|19151|20609|29421|32175|37011|37173|38727|40281|41739|45453|47073|48681|50289|51747|53799|54759|55569|56379|57405|60729|62241|62835|63213|63591|102813
